id,created_at,user_country,age,campaign_source,device,budget_created_at,autosave_created_at,subscription_created_at
1108340,24/03/2019,GB,25,Influencer,messenger,,,
1116659,27/03/2019,GB,19,Friend Referral,messenger,,,
1209144,25/04/2019,GB,21,Influencer,messenger,,,
987669,14/02/2019,GB,21,Influencer,messenger,,,
1134526,02/04/2019,GB,20,Friend Referral,messenger,,,
933611,27/01/2019,GB,18,Friend Referral,messenger,,,
1139860,04/04/2019,GB,20,Friend Referral,messenger,,,
1357019,13/06/2019,GB,20,Friend Referral,messenger,,,
1434834,22/06/2019,GB,25,Friend Referral,messenger,,,
1066220,11/03/2019,GB,30,Friend Referral,messenger,,,
1243032,08/05/2019,GB,20,Influencer,messenger,,,
1054245,07/03/2019,GB,20,Friend Referral,messenger,,,
1271890,18/05/2019,GB,21,Friend Referral,messenger,,,
916869,22/01/2019,GB,24,Facebook Ads: General,messenger,,,
1016743,24/02/2019,GB,21,Influencer,messenger,,,
1172971,16/04/2019,GB,22,Friend Referral,messenger,,,
1096858,20/03/2019,GB,27,Friend Referral,messenger,,,
1387895,17/06/2019,GB,19,Influencer,ios,17/06/2019,,
896393,15/01/2019,GB,34,Facebook Ads: General,messenger,15/01/2019,,
975818,12/02/2019,GB,20,Facebook Ads: General,ios,12/02/2019,,
1899565,22/08/2019,GB,19,Influencer,ios,22/08/2019,,
1890824,20/08/2019,GB,20,Influencer,ios,20/08/2019,,
1021759,25/02/2019,GB,30,Facebook Ads: General,messenger,16/03/2019,,
910584,20/01/2019,GB,42,Facebook Ads: General,messenger,20/01/2019,,
906773,18/01/2019,GB,28,Influencer,messenger,18/01/2019,,
1739750,30/07/2019,GB,21,Influencer,ios,30/07/2019,,
1387481,17/06/2019,US,33,Facebook Ads: General,messenger,18/06/2019,,
993623,16/02/2019,GB,35,Facebook Ads: General,messenger,22/02/2019,,
884200,11/01/2019,GB,23,Facebook Ads: General,messenger,11/01/2019,28/02/2019,
1205727,24/04/2019,GB,23,Influencer,ios,24/04/2019,,
976083,12/02/2019,GB,20,Friend Referral,messenger,12/02/2019,,
1166644,14/04/2019,GB,29,Friend Referral,messenger,14/04/2019,,
935193,27/01/2019,GB,28,Friend Referral,messenger,27/01/2019,07/02/2019,
962819,07/02/2019,GB,39,Influencer,ios,12/02/2019,,
933831,27/01/2019,GB,42,Friend Referral,android,,,
1050637,06/03/2019,GB,19,Facebook Ads: General,ios,,,
1224995,30/04/2019,GB,32,Influencer,android,,,
1278799,20/05/2019,GB,22,Influencer,ios,,,
1336269,06/06/2019,GB,26,Influencer,ios,,,
1443687,23/06/2019,GB,19,Influencer,ios,,,
1669360,20/07/2019,GB,20,Influencer,ios,,,
1725373,28/07/2019,GB,23,Influencer,ios,,,
1766995,02/08/2019,US,24,Influencer,ios,,,
956350,05/02/2019,GB,21,Friend Referral,messenger,,,
1874059,17/08/2019,GB,22,Friend Referral,messenger,,,
1582002,08/07/2019,GB,20,Friend Referral,messenger,,,
882235,10/01/2019,GB,20,Influencer,messenger,,,
885053,11/01/2019,GB,35,Influencer,messenger,,,
1021433,25/02/2019,GB,23,Facebook Ads: General,messenger,,,
1149869,08/04/2019,GB,20,Friend Referral,messenger,,,
863397,03/01/2019,GB,23,Facebook Ads: General,messenger,,,
1297551,26/05/2019,GB,25,Friend Referral,messenger,,,
1092536,19/03/2019,GB,20,Friend Referral,messenger,,,
1102510,22/03/2019,GB,26,Friend Referral,messenger,,,
945895,30/01/2019,GB,21,Friend Referral,messenger,,,
1581472,08/07/2019,GB,31,Friend Referral,messenger,,,
1057696,08/03/2019,GB,23,Influencer,messenger,,,
1182088,18/04/2019,GB,23,Friend Referral,messenger,,,
856680,01/01/2019,GB,21,Facebook Ads: General,messenger,,,
1892771,21/08/2019,GB,32,Friend Referral,messenger,,,
920115,23/01/2019,GB,22,Influencer,messenger,,,
1060012,09/03/2019,GB,32,Influencer,messenger,09/03/2019,,
956708,05/02/2019,GB,23,Friend Referral,messenger,05/02/2019,,
1152770,09/04/2019,GB,21,Influencer,ios,09/04/2019,,
923223,24/01/2019,GB,26,Facebook Ads: General,messenger,24/01/2019,14/02/2019,
1117913,27/03/2019,GB,43,Influencer,messenger,27/03/2019,,
1055978,08/03/2019,GB,23,Influencer,messenger,13/03/2019,,
1079042,15/03/2019,GB,38,Influencer,android,,04/04/2019,
1395699,18/06/2019,US,26,Influencer,ios,,,
1624949,14/07/2019,GB,21,Influencer,ios,,,
1424384,21/06/2019,GB,46,Influencer,messenger,,04/07/2019,
869261,05/01/2019,GB,65,Facebook Ads: General,messenger,,,
950163,01/02/2019,GB,33,Friend Referral,messenger,,,
1210211,25/04/2019,GB,36,Facebook Ads: Overdraft Fees,messenger,,,
1125996,30/03/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,,,
1156456,10/04/2019,GB,25,Friend Referral,messenger,,,
1373646,16/06/2019,GB,21,Friend Referral,messenger,,,
1413099,20/06/2019,GB,21,Influencer,ios,20/06/2019,,
1506619,30/06/2019,GB,35,Influencer,ios,09/08/2019,,
1373924,16/06/2019,GB,19,Influencer,ios,16/06/2019,,
1047178,05/03/2019,GB,19,Facebook Ads: General,messenger,07/03/2019,11/04/2019,
1727271,28/07/2019,GB,25,Influencer,android,28/07/2019,,
921306,23/01/2019,GB,32,Facebook Ads: General,android,23/01/2019,31/01/2019,
894979,14/01/2019,GB,37,Facebook Ads: General,messenger,14/01/2019,,
1042997,04/03/2019,GB,20,Facebook Ads: General,messenger,04/03/2019,,
1121250,28/03/2019,GB,31,Facebook Ads: General,messenger,29/03/2019,,
1441274,23/06/2019,GB,47,Influencer,android,07/07/2019,,
866360,04/01/2019,GB,20,Facebook Ads: General,messenger,04/01/2019,,
1264082,15/05/2019,GB,29,Influencer,ios,19/05/2019,,
967647,09/02/2019,GB,20,Facebook Ads: General,messenger,09/02/2019,,
999551,18/02/2019,GB,32,Friend Referral,messenger,25/02/2019,,
1029115,27/02/2019,GB,30,Facebook Ads: General,messenger,27/02/2019,,
1241617,07/05/2019,GB,24,Influencer,messenger,07/05/2019,,
865439,04/01/2019,GB,45,Facebook Ads: General,messenger,04/01/2019,,
1110304,25/03/2019,GB,20,Facebook Ads: Overdraft Fees,messenger,26/03/2019,,
1462570,25/06/2019,GB,20,Friend Referral,ios,24/07/2019,,
922028,23/01/2019,GB,21,Facebook Ads: General,messenger,23/01/2019,,
969147,10/02/2019,GB,24,Facebook Ads: General,messenger,10/02/2019,,
876792,08/01/2019,GB,19,Influencer,ios,,,
998078,17/02/2019,GB,22,Friend Referral,ios,,,
1238541,06/05/2019,GB,20,Influencer,messenger,,,
1427191,21/06/2019,US,19,Friend Referral,android,,,
1502782,29/06/2019,GB,24,Influencer,ios,,,
1519098,02/07/2019,US,43,Influencer,ios,,,
1626945,14/07/2019,GB,19,Influencer,ios,,,
1628382,15/07/2019,GB,22,Influencer,ios,,,
1789757,05/08/2019,GB,19,Influencer,ios,,,
959249,06/02/2019,GB,21,Facebook Ads: General,messenger,,,
1143773,06/04/2019,GB,27,Influencer,messenger,,,
941226,29/01/2019,GB,22,Friend Referral,messenger,,,
1269699,17/05/2019,GB,19,Friend Referral,messenger,,,
1063572,10/03/2019,GB,23,Facebook Ads: Overdraft Fees,messenger,,,
1226851,01/05/2019,GB,19,Friend Referral,messenger,,,
915637,22/01/2019,GB,23,Facebook Ads: General,messenger,,,
931781,26/01/2019,GB,22,Friend Referral,messenger,,,
1233354,04/05/2019,GB,21,Friend Referral,messenger,,,
967028,09/02/2019,GB,21,Facebook Ads: General,messenger,,,
1162143,12/04/2019,GB,29,Facebook Ads: Overdraft Fees,messenger,,,
1019854,25/02/2019,GB,33,Friend Referral,messenger,,,
1059248,09/03/2019,GB,26,Friend Referral,messenger,,,
1211999,26/04/2019,GB,30,Friend Referral,messenger,,,
1662742,19/07/2019,GB,29,Friend Referral,messenger,,,
903540,17/01/2019,GB,32,Facebook Ads: General,messenger,10/02/2019,,
961094,07/02/2019,GB,26,Influencer,messenger,07/02/2019,,
1059979,09/03/2019,GB,20,Facebook Ads: Overdraft Fees,messenger,09/03/2019,,
1096463,20/03/2019,GB,23,Influencer,messenger,20/03/2019,05/09/2019,
1116240,27/03/2019,GB,20,Influencer,messenger,27/03/2019,,
960292,06/02/2019,GB,19,Friend Referral,messenger,07/02/2019,27/06/2019,
1051362,06/03/2019,GB,28,Influencer,messenger,20/03/2019,,
1111145,25/03/2019,GB,30,Facebook Ads: Overdraft Fees,messenger,25/03/2019,04/04/2019,
1589181,09/07/2019,GB,30,Influencer,android,12/07/2019,25/07/2019,
1113749,26/03/2019,GB,25,Friend Referral,ios,27/03/2019,,
925420,24/01/2019,GB,23,Influencer,messenger,01/04/2019,,
1013156,22/02/2019,GB,20,Friend Referral,messenger,10/03/2019,,
1134400,02/04/2019,GB,36,Influencer,android,02/04/2019,,
1003327,19/02/2019,GB,22,Influencer,messenger,26/02/2019,,
913230,21/01/2019,GB,20,Influencer,messenger,25/04/2019,,
914753,21/01/2019,GB,29,Influencer,messenger,21/01/2019,28/02/2019,
1129975,31/03/2019,GB,20,Influencer,messenger,31/03/2019,,
938513,28/01/2019,GB,26,Influencer,messenger,29/01/2019,,
894818,14/01/2019,GB,34,Facebook Ads: General,ios,,,
965563,08/02/2019,GB,21,Friend Referral,ios,,,
988709,14/02/2019,GB,20,Friend Referral,ios,,,
1395487,18/06/2019,GB,22,Influencer,ios,,,
1444479,23/06/2019,GB,20,Influencer,ios,,,
1507732,01/07/2019,GB,20,Influencer,ios,,,
943524,29/01/2019,GB,22,Friend Referral,messenger,,,
1015200,23/02/2019,GB,26,Friend Referral,messenger,,,
1072752,13/03/2019,GB,22,Friend Referral,messenger,,,
1618083,13/07/2019,GB,21,Friend Referral,messenger,,,
882803,10/01/2019,GB,20,Friend Referral,messenger,,,
1559117,06/07/2019,GB,28,Friend Referral,messenger,,,
995076,16/02/2019,GB,20,Friend Referral,messenger,,,
1217322,28/04/2019,GB,34,Friend Referral,messenger,,,
1002816,18/02/2019,GB,27,Influencer,messenger,,,
1088675,18/03/2019,GB,30,Facebook Ads: Overdraft Fees,messenger,,,
1074738,14/03/2019,GB,34,Influencer,messenger,,,
1416262,20/06/2019,GB,20,Friend Referral,messenger,,,
1102450,22/03/2019,GB,34,Friend Referral,messenger,,,
1831716,10/08/2019,GB,34,Friend Referral,messenger,,,
1101143,21/03/2019,GB,22,Friend Referral,messenger,,,
910612,20/01/2019,GB,22,Friend Referral,messenger,,,
1173813,16/04/2019,GB,32,Friend Referral,messenger,,,
1011853,22/02/2019,GB,29,Influencer,messenger,22/02/2019,,
1063958,10/03/2019,GB,31,Facebook Ads: Overdraft Fees,messenger,10/03/2019,,
1162886,12/04/2019,GB,26,Facebook Ads: Overdraft Fees,messenger,12/04/2019,,
960811,06/02/2019,GB,20,Facebook Ads: General,messenger,06/02/2019,,
1069254,12/03/2019,GB,20,Facebook Ads: General,messenger,12/03/2019,,
955933,05/02/2019,GB,23,Influencer,android,05/02/2019,,
1017558,24/02/2019,GB,33,Influencer,messenger,24/02/2019,,
1215183,27/04/2019,GB,19,Friend Referral,messenger,01/05/2019,,
898597,15/01/2019,GB,20,Friend Referral,messenger,16/01/2019,,
1283298,22/05/2019,GB,20,Influencer,ios,06/06/2019,,
1124371,29/03/2019,GB,23,Influencer,messenger,28/04/2019,,
1729353,28/07/2019,GB,24,Influencer,ios,28/07/2019,,
873197,07/01/2019,GB,37,Influencer,ios,07/01/2019,10/01/2019,
1509582,01/07/2019,GB,24,Influencer,android,02/07/2019,,
1092976,19/03/2019,GB,20,Influencer,messenger,19/03/2019,04/04/2019,
1294396,25/05/2019,GB,39,Influencer,ios,25/05/2019,,
879020,09/01/2019,GB,34,Facebook Ads: General,messenger,13/01/2019,,
857861,01/01/2019,GB,30,Influencer,messenger,06/03/2019,,
902233,17/01/2019,GB,28,Facebook Ads: Overdraft Fees,ios,,,
1116091,27/03/2019,GB,34,Influencer,android,,06/06/2019,
1243599,08/05/2019,GB,22,Influencer,ios,,,
1453099,24/06/2019,GB,23,Influencer,android,,,
1161631,12/04/2019,GB,20,Friend Referral,messenger,,,
1192946,21/04/2019,GB,20,Friend Referral,messenger,,23/05/2019,
876462,08/01/2019,GB,41,Facebook Ads: General,messenger,,,
1509177,01/07/2019,GB,31,Friend Referral,messenger,,,
1725230,28/07/2019,GB,20,Friend Referral,messenger,,,
1057390,08/03/2019,GB,28,Influencer,messenger,,,
1036234,01/03/2019,GB,20,Friend Referral,messenger,,,
888817,12/01/2019,GB,38,Facebook Ads: General,messenger,,,
1234124,04/05/2019,GB,21,Friend Referral,messenger,,,
1154877,09/04/2019,GB,19,Friend Referral,messenger,,,
1608640,12/07/2019,GB,26,Friend Referral,messenger,,,
894019,14/01/2019,GB,22,Influencer,messenger,,,
1057227,08/03/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,,,
1100351,21/03/2019,GB,20,Facebook Ads: General,messenger,,,
969465,10/02/2019,GB,28,Friend Referral,messenger,,,
1223598,30/04/2019,GB,23,Influencer,android,03/07/2019,,
1446435,24/06/2019,US,42,Facebook Ads: Overdraft Fees,messenger,24/06/2019,04/07/2019,
873580,07/01/2019,GB,20,Facebook Ads: General,messenger,12/01/2019,,
931389,26/01/2019,GB,20,Friend Referral,messenger,25/02/2019,,
995784,16/02/2019,GB,24,Facebook Ads: General,messenger,17/02/2019,,
870382,06/01/2019,GB,40,Facebook Ads: General,messenger,06/01/2019,,
1214539,27/04/2019,GB,28,Influencer,android,27/04/2019,,
1946944,30/08/2019,GB,40,Influencer,ios,25/09/2019,,
1331320,04/06/2019,GB,27,Friend Referral,ios,05/06/2019,,
960734,06/02/2019,GB,18,Influencer,messenger,06/02/2019,,
1113993,26/03/2019,GB,23,Influencer,messenger,26/03/2019,,
932090,26/01/2019,GB,21,Facebook Ads: General,messenger,26/01/2019,,
1141527,05/04/2019,GB,40,Influencer,android,05/04/2019,,
1267675,16/05/2019,GB,19,Influencer,ios,16/05/2019,,
951697,02/02/2019,US,20,Facebook Ads: General,messenger,02/02/2019,,
1400939,19/06/2019,GB,20,Influencer,ios,19/06/2019,,
1091042,19/03/2019,GB,30,Facebook Ads: General,ios,,,
1120400,28/03/2019,GB,20,Friend Referral,ios,,,
1274994,19/05/2019,GB,23,Friend Referral,android,,,
1346871,10/06/2019,GB,26,Influencer,ios,,,
1359469,13/06/2019,GB,19,Influencer,ios,,,
1386750,17/06/2019,GB,30,Friend Referral,ios,,,
1542954,04/07/2019,GB,26,Influencer,ios,,11/07/2019,
1922286,26/08/2019,GB,20,Influencer,ios,,,
1941688,29/08/2019,GB,20,Friend Referral,ios,,,
1374198,16/06/2019,GB,20,Friend Referral,messenger,,,
1596963,10/07/2019,GB,23,Friend Referral,messenger,,,
1184377,19/04/2019,GB,22,Influencer,messenger,,,
948157,31/01/2019,GB,29,Friend Referral,messenger,,,
893495,14/01/2019,GB,21,Friend Referral,messenger,,,
903040,17/01/2019,GB,30,Facebook Ads: General,messenger,,,
943038,29/01/2019,GB,18,Friend Referral,messenger,,,
1022008,25/02/2019,GB,21,Influencer,messenger,,,
1239151,06/05/2019,GB,19,Friend Referral,messenger,,,
1185001,19/04/2019,GB,21,Friend Referral,messenger,,,
937577,28/01/2019,GB,23,Friend Referral,messenger,,,
1100697,21/03/2019,GB,21,Friend Referral,messenger,,,
1149685,08/04/2019,GB,22,Friend Referral,messenger,,,
894306,14/01/2019,GB,30,Influencer,messenger,,,
962923,07/02/2019,GB,19,Friend Referral,messenger,,,
1056416,08/03/2019,GB,21,Facebook Ads: Overdraft Fees,messenger,,,
1167231,14/04/2019,GB,25,Influencer,ios,14/04/2019,18/04/2019,
910442,20/01/2019,GB,25,Facebook Ads: General,messenger,20/01/2019,,
1220605,29/04/2019,GB,31,Influencer,android,29/04/2019,,
1405627,19/06/2019,GB,35,Influencer,ios,19/06/2019,,
957529,05/02/2019,GB,20,Facebook Ads: General,messenger,23/02/2019,,
867751,05/01/2019,GB,20,Facebook Ads: General,ios,05/01/2019,,
940567,29/01/2019,GB,41,Friend Referral,messenger,29/01/2019,07/02/2019,
1103883,23/03/2019,GB,20,Friend Referral,messenger,01/04/2019,,
1119884,28/03/2019,GB,22,Facebook Ads: General,messenger,28/03/2019,,
1777732,04/08/2019,US,36,Influencer,messenger,07/11/2019,,
916304,22/01/2019,GB,24,Facebook Ads: General,ios,31/03/2019,,
1027899,27/02/2019,GB,21,Influencer,ios,30/04/2019,,
1067145,11/03/2019,GB,30,Facebook Ads: Overdraft Fees,messenger,11/03/2019,,
862797,03/01/2019,GB,20,Facebook Ads: General,messenger,03/02/2019,,
1404793,19/06/2019,GB,22,Influencer,ios,,,
1537184,04/07/2019,US,27,Influencer,ios,,,
1696471,24/07/2019,GB,29,Influencer,android,,,
1779639,04/08/2019,GB,35,Friend Referral,android,,,
1936910,28/08/2019,GB,20,Influencer,ios,,,
1945356,30/08/2019,GB,27,Influencer,android,,,
1130217,31/03/2019,US,28,Influencer,messenger,,,
862835,03/01/2019,GB,20,Influencer,messenger,,,
894467,14/01/2019,GB,29,Friend Referral,messenger,,,
1921835,26/08/2019,US,26,Influencer,android,27/08/2019,,26/09/2019
1926227,26/08/2019,US,25,Influencer,ios,,,18/09/2019
1929850,27/08/2019,US,47,Influencer,ios,,,27/08/2019
1930362,27/08/2019,US,48,Influencer,android,08/11/2019,,14/09/2019
1933430,27/08/2019,US,30,Influencer,ios,,,27/08/2019
1941822,29/08/2019,US,35,Influencer,android,,,29/08/2019
1952653,31/08/2019,US,32,Influencer,ios,31/08/2019,,19/11/2019
1027875,27/02/2019,GB,27,Influencer,messenger,27/02/2019,,
1406857,19/06/2019,GB,22,Friend Referral,ios,31/08/2019,,
1189950,20/04/2019,GB,27,Influencer,ios,17/05/2019,,
967916,09/02/2019,GB,31,Influencer,messenger,09/02/2019,,
866094,04/01/2019,GB,19,Facebook Ads: General,messenger,04/01/2019,,
1374092,16/06/2019,GB,25,Influencer,ios,17/06/2019,,
1358792,13/06/2019,GB,23,Friend Referral,messenger,29/06/2019,,
980557,13/02/2019,GB,23,Influencer,messenger,20/02/2019,,
974649,12/02/2019,GB,23,Friend Referral,messenger,15/02/2019,,
941488,29/01/2019,GB,25,Friend Referral,messenger,29/01/2019,31/01/2019,
1238156,06/05/2019,GB,19,Friend Referral,messenger,06/05/2019,,
1113930,26/03/2019,GB,21,Influencer,ios,08/04/2019,,
1024062,26/02/2019,GB,23,Friend Referral,ios,,,
1095678,20/03/2019,GB,22,Friend Referral,ios,,,
1286063,23/05/2019,GB,27,Friend Referral,android,,30/05/2019,
1359534,13/06/2019,GB,20,Influencer,ios,,,
1373556,16/06/2019,GB,20,Influencer,ios,,,
1391467,18/06/2019,GB,21,Influencer,ios,,,
1431480,22/06/2019,GB,27,Influencer,ios,,,
1600847,11/07/2019,US,25,Influencer,ios,,,
1683979,22/07/2019,GB,30,Influencer,ios,,,
1696418,24/07/2019,GB,22,Influencer,android,,,
1235715,05/05/2019,GB,29,Friend Referral,messenger,,,
1185440,19/04/2019,GB,22,Friend Referral,messenger,,,
1002571,18/02/2019,GB,39,Influencer,messenger,,,
1137390,03/04/2019,GB,22,Influencer,messenger,,,
896502,15/01/2019,GB,20,Influencer,messenger,,,
1061082,09/03/2019,GB,25,Facebook Ads: Overdraft Fees,messenger,,,
1201027,23/04/2019,GB,22,Friend Referral,messenger,,,
1081742,16/03/2019,GB,25,Influencer,messenger,,,
1069050,12/03/2019,GB,39,Influencer,messenger,,,
1116517,27/03/2019,US,31,Friend Referral,messenger,,,
933425,27/01/2019,GB,25,Facebook Ads: General,messenger,,,
1141867,05/04/2019,GB,20,Friend Referral,messenger,,,
931026,26/01/2019,GB,21,Friend Referral,messenger,,,
1010029,21/02/2019,GB,33,Friend Referral,messenger,,11/04/2019,
1069832,12/03/2019,GB,21,Friend Referral,messenger,,,
1791492,05/08/2019,GB,20,Friend Referral,messenger,,,
1267785,16/05/2019,GB,41,Influencer,messenger,,,
944061,30/01/2019,GB,19,Facebook Ads: General,messenger,31/01/2019,,
1816398,08/08/2019,US,21,Influencer,ios,10/08/2019,,
1093742,19/03/2019,GB,41,Influencer,messenger,19/03/2019,,
875368,08/01/2019,GB,25,Influencer,messenger,08/01/2019,,
1064149,10/03/2019,US,33,Facebook Ads: Overdraft Fees,android,10/03/2019,,
1009249,21/02/2019,GB,27,Facebook Ads: General,messenger,11/03/2019,,
1157104,10/04/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,10/04/2019,,
986993,14/02/2019,GB,25,Facebook Ads: General,messenger,15/02/2019,,
1186326,19/04/2019,GB,19,Facebook Ads: General,messenger,31/05/2019,,
1369859,15/06/2019,GB,24,Influencer,ios,15/06/2019,,
1016993,24/02/2019,GB,21,Facebook Ads: General,messenger,28/02/2019,,
1373614,16/06/2019,GB,20,Influencer,ios,17/06/2019,,
1205558,24/04/2019,GB,30,Facebook Ads: Overdraft Fees,messenger,24/04/2019,,
1509427,01/07/2019,GB,20,Influencer,android,01/07/2019,,
880868,10/01/2019,US,24,Facebook Ads: General,ios,10/01/2019,,
1065538,11/03/2019,GB,30,Influencer,ios,11/03/2019,,
1407897,19/06/2019,GB,20,Influencer,ios,20/06/2019,04/07/2019,
888595,12/01/2019,GB,20,Facebook Ads: General,ios,13/01/2019,,
908558,19/01/2019,GB,30,Influencer,messenger,19/01/2019,,
893203,14/01/2019,GB,30,Facebook Ads: General,messenger,14/01/2019,,
1211523,26/04/2019,GB,23,Friend Referral,messenger,04/05/2019,,
1910185,24/08/2019,GB,38,Influencer,ios,28/08/2019,26/09/2019,
986461,14/02/2019,GB,19,Facebook Ads: General,ios,,,
1080632,15/03/2019,GB,35,Influencer,ios,,,
1173760,16/04/2019,GB,20,Influencer,ios,,,
1234434,04/05/2019,GB,20,Friend Referral,ios,,,
1266834,16/05/2019,US,42,Influencer,ios,,,
1297700,26/05/2019,GB,30,Influencer,ios,,,
1374609,16/06/2019,GB,23,Influencer,ios,,,
1107224,24/03/2019,GB,24,Facebook Ads: Overdraft Fees,messenger,,,
1082957,16/03/2019,GB,42,Friend Referral,messenger,,,
1194930,22/04/2019,GB,22,Facebook Ads: Overdraft Fees,messenger,,,
896605,15/01/2019,GB,25,Facebook Ads: General,messenger,,,
1268177,16/05/2019,GB,20,Friend Referral,messenger,,,
1057078,08/03/2019,GB,38,Facebook Ads: Overdraft Fees,messenger,,,
1224228,30/04/2019,GB,20,Friend Referral,messenger,,,
965466,08/02/2019,GB,52,Friend Referral,messenger,,,
948333,31/01/2019,GB,21,Friend Referral,messenger,,,
1107328,24/03/2019,GB,20,Friend Referral,messenger,,,
1569588,07/07/2019,GB,46,Friend Referral,messenger,,,
1270241,17/05/2019,GB,47,Friend Referral,messenger,,,
1821232,09/08/2019,GB,27,Influencer,messenger,,,
980844,13/02/2019,GB,37,Facebook Ads: General,messenger,,,
875130,08/01/2019,GB,29,Facebook Ads: General,messenger,08/01/2019,,
973303,11/02/2019,GB,22,Facebook Ads: General,messenger,11/02/2019,,
1391163,18/06/2019,GB,25,Influencer,ios,18/06/2019,,
1638478,16/07/2019,GB,24,Influencer,ios,16/07/2019,,
914393,21/01/2019,GB,21,Facebook Ads: General,ios,21/01/2019,,
1209454,25/04/2019,GB,26,Friend Referral,ios,25/04/2019,,
1370432,15/06/2019,GB,22,Influencer,android,16/06/2019,,
1199889,23/04/2019,GB,26,Influencer,messenger,23/04/2019,,
1105629,23/03/2019,GB,21,Influencer,android,23/03/2019,,
1147867,07/04/2019,GB,28,Influencer,messenger,26/11/2019,25/04/2019,
909728,20/01/2019,GB,31,Influencer,ios,27/02/2019,,
876398,08/01/2019,GB,25,Influencer,android,08/01/2019,,
1669439,20/07/2019,GB,34,Friend Referral,messenger,,,
865503,04/01/2019,GB,21,Influencer,messenger,,,
1139717,04/04/2019,GB,26,Influencer,messenger,,,
866564,04/01/2019,GB,20,Influencer,messenger,,,
902336,17/01/2019,GB,23,Facebook Ads: Overdraft Fees,messenger,,,
1618185,13/07/2019,GB,26,Friend Referral,messenger,,,
984568,13/02/2019,GB,27,Facebook Ads: General,messenger,13/02/2019,,
1072328,13/03/2019,GB,29,Influencer,messenger,29/03/2019,,
1164025,13/04/2019,GB,35,Influencer,ios,13/04/2019,,
1123991,29/03/2019,GB,30,Influencer,android,29/03/2019,,
1121248,28/03/2019,GB,26,Friend Referral,messenger,08/08/2019,,
913751,21/01/2019,GB,20,Facebook Ads: General,messenger,21/01/2019,31/01/2019,
1000776,18/02/2019,GB,26,Facebook Ads: General,messenger,18/02/2019,,
992665,16/02/2019,GB,35,Facebook Ads: General,android,19/03/2019,18/04/2019,
929602,25/01/2019,GB,20,Facebook Ads: General,ios,01/02/2019,,
1071504,13/03/2019,GB,32,Influencer,ios,13/03/2019,,
1384321,17/06/2019,GB,21,Influencer,ios,17/06/2019,,
947274,31/01/2019,GB,22,Facebook Ads: General,messenger,02/02/2019,,
1112814,26/03/2019,GB,23,Facebook Ads: General,messenger,26/03/2019,02/05/2019,
873775,07/01/2019,GB,29,Facebook Ads: General,messenger,07/01/2019,,
881790,10/01/2019,GB,20,Influencer,messenger,10/01/2019,17/01/2019,
944779,30/01/2019,GB,20,Friend Referral,ios,,,
1369489,15/06/2019,GB,26,Influencer,ios,,,
1384079,17/06/2019,GB,22,Influencer,ios,,,
1415967,20/06/2019,GB,30,Friend Referral,android,,,
1843286,12/08/2019,US,34,Influencer,android,,,
965029,08/02/2019,GB,25,Friend Referral,messenger,,,
1046407,05/03/2019,GB,20,Facebook Ads: General,messenger,,,
894754,14/01/2019,GB,27,Influencer,messenger,,,
1109715,25/03/2019,GB,27,Friend Referral,messenger,,,
1028914,27/02/2019,GB,20,Facebook Ads: General,messenger,,,
1096390,20/03/2019,GB,28,Facebook Ads: General,messenger,,,
1215078,27/04/2019,GB,29,Friend Referral,messenger,,,
1268200,16/05/2019,GB,21,Friend Referral,messenger,,,
1829462,10/08/2019,GB,52,Friend Referral,messenger,,,
927014,25/01/2019,GB,21,Friend Referral,messenger,,,
1110801,25/03/2019,US,29,Facebook Ads: Overdraft Fees,messenger,,,
884340,11/01/2019,GB,32,Influencer,messenger,11/01/2019,,
1259082,14/05/2019,GB,27,Influencer,ios,19/05/2019,20/06/2019,
878379,09/01/2019,GB,39,Facebook Ads: General,messenger,09/01/2019,,
896691,15/01/2019,GB,21,Influencer,messenger,26/03/2019,,
1229973,02/05/2019,GB,26,Influencer,messenger,02/05/2019,,
945753,30/01/2019,GB,21,Facebook Ads: General,messenger,31/01/2019,,
940327,29/01/2019,GB,27,Influencer,messenger,29/01/2019,,
1132617,01/04/2019,GB,26,Influencer,android,03/05/2019,,
1727520,28/07/2019,GB,26,Influencer,android,28/07/2019,,
922894,23/01/2019,US,25,Influencer,messenger,28/01/2019,01/02/2019,
1073961,14/03/2019,GB,42,Facebook Ads: Overdraft Fees,messenger,15/03/2019,,
1161379,12/04/2019,GB,19,Influencer,ios,13/04/2019,,
1097258,20/03/2019,GB,35,Friend Referral,ios,21/03/2019,25/04/2019,
1071310,13/03/2019,GB,31,Influencer,android,20/06/2019,,
947889,31/01/2019,GB,20,Facebook Ads: General,messenger,31/01/2019,,
951985,02/02/2019,GB,18,Influencer,messenger,02/02/2019,07/02/2019,
884027,11/01/2019,GB,23,Influencer,messenger,11/01/2019,,
957751,06/02/2019,GB,20,Influencer,messenger,06/02/2019,,
899707,16/01/2019,US,20,Influencer,ios,,,
925360,24/01/2019,GB,23,Friend Referral,android,,,
958874,06/02/2019,GB,20,Friend Referral,ios,,,
1095741,20/03/2019,GB,20,Facebook Ads: General,ios,,,
1309572,30/05/2019,GB,54,Influencer,ios,,,
1384597,17/06/2019,GB,23,Influencer,ios,,,
